	Kingdom	Phylum	Class	Order	Family	Genus	
OTU_1740	Bacteria	Nitrospirota	Leptospirillia	Leptospirillales	Leptospirillaceae	Leptospirillum	
OTU_1741	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
OTU_1742	Bacteria	Nitrospirota	Thermodesulfovibrionia	Unassign	Unassign	Unassign	
OTU_1743	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	
OTU_1744	Bacteria	Nitrospirota	Thermodesulfovibrionia	Unassign	Unassign	Unassign	
OTU_1745	Bacteria	PAUC34f	PAUC34f	PAUC34f	PAUC34f	PAUC34f	
OTU_1746	Bacteria	Patescibacteria	Unassign	Unassign	Unassign	Unassign	
OTU_1747	Bacteria	Patescibacteria	ABY1	Unassign	Unassign	Unassign	
OTU_1748	Bacteria	Patescibacteria	ABY1	Candidatus_Falkowbacteria	Candidatus_Falkowbacteria	Candidatus_Falkowbacteria	
OTU_1749	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria	
OTU_1750	Bacteria	Patescibacteria	ABY1	Candidatus_Kuenenbacteria	Candidatus_Kuenenbacteria	Candidatus_Kuenenbacteria	
OTU_1751	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	
OTU_1752	Bacteria	Patescibacteria	ABY1	Candidatus_Uhrbacteria	Candidatus_Uhrbacteria	Candidatus_Uhrbacteria	
OTU_1753	Bacteria	Patescibacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	
OTU_1754	Bacteria	Patescibacteria	CPR2	CPR2	CPR2	CPR2	
OTU_1755	Bacteria	Patescibacteria	Dojkabacteria	Dojkabacteria	Dojkabacteria	Dojkabacteria	
OTU_1756	Bacteria	Patescibacteria	Gracilibacteria	Unassign	Unassign	Unassign	
OTU_1757	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	Absconditabacteriales_(SR1)	Absconditabacteriales_(SR1)	
OTU_1758	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Abawacabacteria	Candidatus_Abawacabacteria	Candidatus_Abawacabacteria	
OTU_1759	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Candidatus_Peregrinibacteria	Candidatus_Peregrinibacteria	
OTU_1760	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Candidatus_Peribacteria	Candidatus_Peribacteria	
OTU_1761	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteria	Gracilibacteria	Gracilibacteria	
OTU_1762	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	JGI_0000069-P22	JGI_0000069-P22	
OTU_1763	Bacteria	Patescibacteria	Kazania	Kazania	Kazania	Kazania	
OTU_1764	Bacteria	Patescibacteria	Microgenomatia	Unassign	Unassign	Unassign	
OTU_1765	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Amesbacteria	Candidatus_Amesbacteria	Candidatus_Amesbacteria	
OTU_1766	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Beckwithbacteria	Candidatus_Beckwithbacteria	Candidatus_Beckwithbacteria	
OTU_1767	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Chisholmbacteria	Candidatus_Chisholmbacteria	Candidatus_Chisholmbacteria	
OTU_1768	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Collierbacteria	Candidatus_Collierbacteria	Candidatus_Collierbacteria	
OTU_1769	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Curtissbacteria	Candidatus_Curtissbacteria	Candidatus_Curtissbacteria	
OTU_1770	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Daviesbacteria	Candidatus_Daviesbacteria	Candidatus_Daviesbacteria	
OTU_1771	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Gottesmanbacteria	Candidatus_Gottesmanbacteria	Candidatus_Gottesmanbacteria	
OTU_1772	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Levybacteria	Candidatus_Levybacteria	Candidatus_Levybacteria	
OTU_1773	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Pacebacteria	Candidatus_Pacebacteria	Candidatus_Pacebacteria	
OTU_1774	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Roizmanbacteria	Candidatus_Roizmanbacteria	Candidatus_Roizmanbacteria	
OTU_1775	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Shapirobacteria	Candidatus_Shapirobacteria	Candidatus_Shapirobacteria	
OTU_1776	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	Candidatus_Woesebacteria	Candidatus_Woesebacteria	
OTU_1777	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woykebacteria	Candidatus_Woykebacteria	Candidatus_Woykebacteria	
OTU_1778	Bacteria	Patescibacteria	Microgenomatia	Microgenomatia	Microgenomatia	Microgenomatia	
OTU_1779	Bacteria	Patescibacteria	Parcubacteria	Unassign	Unassign	Unassign	
OTU_1780	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Adlerbacteria	Candidatus_Adlerbacteria	Candidatus_Adlerbacteria	
OTU_1781	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Azambacteria	Candidatus_Azambacteria	Candidatus_Azambacteria	
OTU_1782	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Campbellbacteria	Candidatus_Campbellbacteria	Candidatus_Campbellbacteria	
OTU_1783	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Doudnabacteria	Candidatus_Doudnabacteria	Candidatus_Doudnabacteria	
OTU_1784	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Giovannonibacteria	Candidatus_Giovannonibacteria	Candidatus_Giovannonibacteria	
OTU_1785	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	Candidatus_Jorgensenbacteria	Candidatus_Jorgensenbacteria	
OTU_1786	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	
OTU_1787	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Liptonbacteria	Candidatus_Liptonbacteria	Candidatus_Liptonbacteria	
OTU_1788	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Lloydbacteria	Candidatus_Lloydbacteria	Candidatus_Lloydbacteria	
OTU_1789	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	Candidatus_Moranbacteria	Candidatus_Moranbacteria	
OTU_1790	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	Candidatus_Nomurabacteria	Candidatus_Nomurabacteria	
OTU_1791	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Spechtbacteria	Candidatus_Spechtbacteria	Candidatus_Spechtbacteria	
OTU_1792	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Staskawiczbacteria	Candidatus_Staskawiczbacteria	Candidatus_Staskawiczbacteria	
OTU_1793	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Terrybacteria	Candidatus_Terrybacteria	Candidatus_Terrybacteria	
OTU_1794	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Vogelbacteria	Candidatus_Vogelbacteria	Candidatus_Vogelbacteria	
OTU_1795	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Wolfebacteria	Candidatus_Wolfebacteria	Candidatus_Wolfebacteria	
OTU_1796	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	Candidatus_Yanofskybacteria	Candidatus_Yanofskybacteria	
OTU_1797	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Zambryskibacteria	Candidatus_Zambryskibacteria	Candidatus_Zambryskibacteria	
OTU_1798	Bacteria	Patescibacteria	Parcubacteria	GWA2-38-13b	GWA2-38-13b	GWA2-38-13b	
OTU_1799	Bacteria	Patescibacteria	Parcubacteria	GWB1-42-6	GWB1-42-6	GWB1-42-6	
OTU_1800	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria	Parcubacteria	Parcubacteria	
OTU_1801	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unassign	Unassign	
OTU_1802	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	LWQ8	
OTU_1803	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	S32	TM7	
OTU_1804	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Unassign	
OTU_1805	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	
OTU_1806	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	GTL1	
OTU_1807	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonadaceae	
OTU_1808	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	
OTU_1809	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7x	
OTU_1810	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	
OTU_1811	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	WWH38	
OTU_1812	Bacteria	Patescibacteria	WWE3	WWE3	WWE3	WWE3	
OTU_1813	Bacteria	Patescibacteria	Unassign	Unassign	Unassign	Unassign	
OTU_1814	Bacteria	Planctomycetota	Unassign	Unassign	Unassign	Unassign	
OTU_1815	Bacteria	Planctomycetota	028H05-P-BN-P5	028H05-P-BN-P5	028H05-P-BN-P5	028H05-P-BN-P5	
OTU_1816	Bacteria	Planctomycetota	BD7-11	BD7-11	BD7-11	BD7-11	
OTU_1817	Bacteria	Planctomycetota	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua	
OTU_1818	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	
OTU_1819	Bacteria	Planctomycetota	Phycisphaerae	Unassign	Unassign	Unassign	
OTU_1820	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	CCM11a	CCM11a	
OTU_1821	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	Unassign	Unassign	
OTU_1822	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	4572-13	4572-13	
OTU_1823	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	GWC2-45-44	GWC2-45-44	
OTU_1824	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	MSBL9	MSBL9	
OTU_1825	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	
OTU_1826	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SM23-30	SM23-30	
OTU_1827	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Unassign	Unassign	
OTU_1828	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group	
OTU_1829	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Unassign	
OTU_1830	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	
OTU_1831	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	
OTU_1832	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	I-8	
OTU_1833	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	
OTU_1834	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae	
OTU_1835	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
OTU_1836	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	
OTU_1837	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Unassign	
OTU_1838	Bacteria	Planctomycetota	Phycisphaerae	Pla1_lineage	Pla1_lineage	Pla1_lineage	
OTU_1839	Bacteria	Planctomycetota	Phycisphaerae	S-70	S-70	S-70	
OTU_1840	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Unassign	Unassign	
OTU_1841	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3_termite_group	CPla-3_termite_group	
OTU_1842	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Unassign	
OTU_1843	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	
OTU_1844	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaeraceae	
OTU_1845	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaerales	Tepidisphaerales	
OTU_1846	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	WD2101_soil_group	
OTU_1847	Bacteria	Planctomycetota	Phycisphaerae	mle1-8	mle1-8	mle1-8	
OTU_1848	Bacteria	Planctomycetota	Pla3_lineage	Pla3_lineage	Pla3_lineage	Pla3_lineage	
OTU_1849	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	
OTU_1850	Bacteria	Planctomycetota	Planctomycetes	Unassign	Unassign	Unassign	
OTU_1851	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unassign	
OTU_1852	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	
OTU_1853	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	
OTU_1854	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmataceae	
OTU_1855	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Telmatocola	
OTU_1856	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Tuwongella	
OTU_1857	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Zavarzinella	
OTU_1858	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unassign	
OTU_1859	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unassign	
OTU_1860	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	
OTU_1861	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus_Nostocoida	
OTU_1862	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaera	
OTU_1863	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	
OTU_1864	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	
OTU_1865	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	
OTU_1866	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unassign	
OTU_1867	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unassign	
OTU_1868	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	
OTU_1869	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	
OTU_1870	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir1_lineage	
OTU_1871	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir2_lineage	
OTU_1872	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir3_lineage	
OTU_1873	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	
OTU_1874	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	
OTU_1875	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	
OTU_1876	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Roseimaritima	
OTU_1877	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Thermogutta	
OTU_1878	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unassign	
OTU_1879	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Unassign	Unassign	
OTU_1880	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Unassign	
OTU_1881	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesia	
OTU_1882	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Unassign	
OTU_1883	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetales	Planctomycetales	
OTU_1884	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Unassign	
OTU_1885	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	
OTU_1886	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	
OTU_1887	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	
OTU_1888	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Unassign	
OTU_1889	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Unassign	
OTU_1890	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus	
OTU_1891	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria	
OTU_1892	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Unassign	Unassign	
OTU_1893	Bacteria	Planctomycetota	Planctomycetes	Unassign	Unassign	Unassign	
OTU_1894	Bacteria	Planctomycetota	vadinHA49	vadinHA49	vadinHA49	vadinHA49	
OTU_1895	Bacteria	Poribacteria	Poribacteria	Poribacteria	Poribacteria	Poribacteria	
OTU_1896	Bacteria	Proteobacteria	Unassign	Unassign	Unassign	Unassign	
OTU_1897	Bacteria	Proteobacteria	Alphaproteobacteria	Unassign	Unassign	Unassign	
OTU_1898	Bacteria	Proteobacteria	Alphaproteobacteria	AT-s3-44	AT-s3-44	AT-s3-44	
OTU_1899	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Unassign	Unassign	
OTU_1900	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassign	
OTU_1901	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	
OTU_1902	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae	
OTU_1903	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	
OTU_1904	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	
OTU_1905	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	
OTU_1906	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera	
OTU_1907	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	
OTU_1908	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia	
OTU_1909	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	
OTU_1910	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter	
OTU_1911	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	
OTU_1912	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovarius	
OTU_1913	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum	
OTU_1914	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus	
OTU_1915	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	
OTU_1916	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rubritepida	
OTU_1917	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Siccirubricoccus	
OTU_1918	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassign	
OTU_1919	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_Incertae_Sedis	Unknown_Family	Unassign	
OTU_1920	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_Incertae_Sedis	Unknown_Family	Acuticoccus	
OTU_1921	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_Incertae_Sedis	Unknown_Family	Neomegalonema	
OTU_1922	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Unassign	Unassign	
OTU_1923	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Unassign	
OTU_1924	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillaceae	
OTU_1925	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	
OTU_1926	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Desertibacter	
OTU_1927	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Nitrospirillum	
OTU_1928	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Niveispirillum	
OTU_1929	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	
OTU_1930	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Unassign	
OTU_1931	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillales_Incertae_Sedis	Stella	
OTU_1932	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	
OTU_1933	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Unassign	Unassign	
OTU_1934	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter	
OTU_1935	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Candidatus_Nucleicultrix	
OTU_1936	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Unassign	Unassign	
OTU_1937	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unassign	
OTU_1938	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	
OTU_1939	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
OTU_1940	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	
OTU_1941	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	
OTU_1942	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
OTU_1943	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unassign	
OTU_1944	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Unassign	
OTU_1945	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	
OTU_1946	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	
OTU_1947	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	
OTU_1948	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Ponticaulis	
OTU_1949	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	
OTU_1950	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Unassign	
OTU_1951	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Unassign	
OTU_1952	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Amphiplicatus	
OTU_1953	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Unassign	Unassign	
OTU_1954	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	
OTU_1955	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Unassign	Unassign	
OTU_1956	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	
OTU_1957	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Unassign	Unassign	
OTU_1958	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Unassign	
OTU_1959	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Aliidongia	
OTU_1960	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Elstera	
